Image Name,Majority Vote Label,Number of Annotators who Selected SSA (Out of 7),Partition
MHIST_drq.png,HP,1,test
MHIST_drr.png,HP,0,train
MHIST_drs.png,SSA,4,test
MHIST_dru.png,HP,1,test
MHIST_drw.png,HP,0,train
MHIST_drx.png,HP,0,train
MHIST_dry.png,HP,2,train
MHIST_drz.png,HP,1,train
MHIST_dsb.png,HP,1,test
MHIST_dsf.png,HP,3,train
MHIST_dsg.png,HP,3,test
MHIST_dsh.png,HP,2,train
MHIST_dsj.png,HP,0,train
MHIST_dsk.png,SSA,4,train
MHIST_dsm.png,SSA,4,train
MHIST_dsn.png,HP,1,train
MHIST_dsp.png,HP,1,train
MHIST_dsq.png,HP,3,train
MHIST_dsr.png,HP,1,train
MHIST_dss.png,HP,2,test
MHIST_dst.png,HP,0,train
MHIST_dsu.png,HP,1,train
MHIST_dsv.png,HP,1,train
MHIST_dsw.png,HP,1,train
MHIST_dsx.png,HP,0,train
MHIST_dsz.png,HP,2,train
MHIST_dta.png,HP,1,test
MHIST_dtb.png,HP,3,train
MHIST_dtc.png,HP,1,test
MHIST_dtd.png,HP,2,train
MHIST_dtf.png,HP,3,train
MHIST_dth.png,HP,0,train
MHIST_dti.png,HP,0,train
MHIST_dtj.png,HP,0,test
MHIST_dtk.png,HP,0,train
MHIST_dtm.png,HP,2,test
MHIST_dto.png,HP,1,test
MHIST_dtp.png,HP,2,train
MHIST_dtr.png,HP,1,train
MHIST_dts.png,SSA,5,train
MHIST_dtw.png,HP,1,train
MHIST_dtz.png,HP,0,test
MHIST_dub.png,HP,3,test
MHIST_duc.png,HP,1,train
MHIST_dud.png,HP,3,train
MHIST_due.png,SSA,4,train
MHIST_dug.png,HP,1,test
MHIST_duh.png,HP,1,test
MHIST_duj.png,HP,3,train
MHIST_duk.png,HP,3,train
MHIST_dul.png,HP,3,test
MHIST_dum.png,HP,1,test
MHIST_dun.png,HP,0,test
MHIST_dur.png,HP,1,test
MHIST_dus.png,HP,1,test
MHIST_dut.png,HP,3,test
MHIST_duu.png,HP,1,train
MHIST_duv.png,HP,3,test
MHIST_dux.png,HP,0,test
MHIST_duy.png,SSA,5,test
MHIST_duz.png,SSA,5,train
MHIST_dvb.png,HP,0,train
MHIST_dvc.png,HP,0,train
MHIST_dvd.png,HP,2,test
MHIST_dve.png,HP,3,test
MHIST_dvf.png,HP,1,train
MHIST_dvh.png,HP,1,train
MHIST_dvi.png,HP,3,test
MHIST_dvl.png,HP,2,test
MHIST_dvm.png,HP,2,train
MHIST_dvn.png,HP,2,train
MHIST_dvo.png,HP,1,train
MHIST_dvp.png,HP,0,train
MHIST_dvq.png,HP,0,test
MHIST_dvs.png,HP,0,test
MHIST_dvt.png,HP,0,test
MHIST_dvu.png,HP,0,train
MHIST_dvv.png,HP,2,test
MHIST_dvw.png,HP,3,train
MHIST_dvx.png,HP,2,train
MHIST_dwb.png,HP,1,train
MHIST_dwd.png,HP,0,train
MHIST_dwe.png,HP,1,train
MHIST_dwf.png,SSA,5,test
MHIST_dwg.png,HP,0,test
MHIST_dwh.png,HP,2,test
MHIST_dwj.png,HP,2,train
MHIST_dwk.png,HP,1,train
MHIST_dwl.png,HP,3,train
MHIST_dwm.png,HP,1,train
MHIST_dwn.png,HP,1,test
MHIST_dwo.png,HP,2,train
MHIST_dwr.png,HP,1,train
MHIST_dwt.png,HP,2,test
MHIST_dwv.png,HP,0,train
MHIST_dww.png,HP,1,train
MHIST_dwx.png,HP,1,train
MHIST_dwy.png,HP,1,train
MHIST_dxb.png,HP,3,train
MHIST_dxc.png,SSA,4,test
MHIST_dxd.png,HP,3,train
MHIST_dxf.png,HP,3,train
MHIST_dxg.png,HP,1,train
MHIST_dxh.png,HP,1,train
MHIST_dxi.png,HP,2,test
MHIST_dxn.png,HP,1,train
MHIST_dxp.png,HP,3,train
MHIST_dxq.png,HP,2,train
MHIST_dxt.png,SSA,5,test
MHIST_dxu.png,HP,1,test
MHIST_dxv.png,HP,2,test
MHIST_dxw.png,HP,1,train
MHIST_dxx.png,HP,0,train
MHIST_dxy.png,HP,2,train
MHIST_dxz.png,HP,2,train
MHIST_dya.png,HP,2,train
MHIST_dyb.png,HP,1,train
MHIST_dyc.png,HP,1,train
MHIST_dyd.png,HP,1,test
MHIST_dye.png,HP,2,test
MHIST_dyf.png,HP,2,train
MHIST_dyg.png,HP,3,train
MHIST_dyh.png,HP,0,train
MHIST_dyi.png,HP,2,train
MHIST_dyj.png,HP,0,train
MHIST_dyk.png,HP,0,test
MHIST_dyl.png,HP,0,train
MHIST_dym.png,HP,2,train
MHIST_dyn.png,HP,0,test
MHIST_dyo.png,HP,0,test
MHIST_dyp.png,HP,1,test
MHIST_dyr.png,HP,1,train
MHIST_dys.png,HP,3,train
MHIST_dyt.png,HP,1,train
MHIST_dyu.png,HP,1,train
MHIST_dyv.png,HP,2,test
MHIST_dyx.png,HP,0,train
MHIST_dyz.png,SSA,6,train
MHIST_dza.png,HP,1,test
MHIST_dzc.png,HP,3,test
MHIST_dzd.png,HP,1,test
MHIST_dze.png,HP,1,test
MHIST_dzf.png,HP,1,train
MHIST_dzg.png,HP,0,train
MHIST_dzh.png,HP,1,train
MHIST_dzi.png,HP,1,train
MHIST_dzj.png,HP,2,train
MHIST_dzk.png,SSA,4,train
MHIST_dzl.png,HP,1,test
MHIST_dzm.png,HP,3,test
MHIST_dzn.png,HP,1,train
MHIST_dzo.png,HP,1,train
MHIST_dzp.png,HP,1,train
MHIST_dzq.png,HP,0,test
MHIST_dzr.png,HP,2,train
MHIST_dzs.png,HP,2,test
MHIST_dzu.png,HP,3,test
MHIST_dzv.png,HP,2,train
MHIST_dzw.png,HP,1,test
MHIST_dzx.png,HP,2,test
MHIST_dzy.png,HP,1,train
MHIST_eaa.png,HP,1,train
MHIST_eab.png,SSA,4,train
MHIST_eac.png,HP,1,test
MHIST_ead.png,HP,0,train
MHIST_eae.png,HP,3,train
MHIST_eaf.png,HP,0,test
MHIST_eag.png,HP,0,test
MHIST_eah.png,HP,2,test
MHIST_eai.png,HP,3,test
MHIST_eaj.png,SSA,4,train
MHIST_eak.png,HP,0,test
MHIST_eal.png,HP,2,train
MHIST_eam.png,HP,3,test
MHIST_ean.png,HP,2,train
MHIST_eaq.png,HP,2,train
MHIST_ear.png,HP,1,train
MHIST_eas.png,HP,0,train
MHIST_eat.png,HP,1,train
MHIST_eau.png,SSA,4,train
MHIST_eaw.png,HP,0,train
MHIST_eax.png,HP,1,train
MHIST_eay.png,HP,1,train
MHIST_eaz.png,HP,3,train
MHIST_eba.png,HP,2,train
MHIST_ebb.png,HP,2,train
MHIST_ebc.png,HP,2,test
MHIST_ebe.png,HP,0,train
MHIST_ebf.png,HP,0,train
MHIST_ebg.png,HP,1,train
MHIST_ebh.png,SSA,5,test
MHIST_ebi.png,HP,3,train
MHIST_ebj.png,HP,0,train
MHIST_ebm.png,HP,2,train
MHIST_ebn.png,HP,1,train
MHIST_ebo.png,HP,1,train
MHIST_ebq.png,HP,1,train
MHIST_ebr.png,HP,2,train
MHIST_ebs.png,HP,2,train
MHIST_ebv.png,HP,3,train
MHIST_ebw.png,HP,2,train
MHIST_ebx.png,HP,2,train
MHIST_ebz.png,SSA,5,train
MHIST_eca.png,HP,3,train
MHIST_ecd.png,SSA,5,train
MHIST_ece.png,HP,2,test
MHIST_ecf.png,HP,0,train
MHIST_ecg.png,HP,1,train
MHIST_ech.png,HP,0,test
MHIST_eci.png,HP,0,train
MHIST_ecm.png,HP,1,train
MHIST_eco.png,HP,2,test
MHIST_ecp.png,SSA,4,train
MHIST_ecq.png,HP,3,train
MHIST_ecr.png,HP,3,test
MHIST_ecs.png,HP,0,train
MHIST_ect.png,HP,0,train
MHIST_ecu.png,HP,1,train
MHIST_ecv.png,HP,2,train
MHIST_ecw.png,HP,0,train
MHIST_ecx.png,HP,1,test
MHIST_ecy.png,SSA,4,train
MHIST_ecz.png,HP,1,test
MHIST_edb.png,HP,0,train
MHIST_edc.png,HP,3,train
MHIST_edd.png,HP,0,test
MHIST_ede.png,SSA,5,train
MHIST_edf.png,SSA,5,test
MHIST_edg.png,HP,0,test
MHIST_edh.png,HP,1,test
MHIST_edj.png,SSA,4,test
MHIST_edk.png,HP,2,train
MHIST_edn.png,HP,2,test
MHIST_edq.png,HP,0,train
MHIST_edr.png,HP,3,train
MHIST_eds.png,SSA,4,test
MHIST_edt.png,HP,0,train
MHIST_edu.png,HP,0,train
MHIST_edv.png,HP,1,train
MHIST_edw.png,HP,0,train
MHIST_edx.png,HP,1,train
MHIST_edy.png,HP,1,train
MHIST_edz.png,HP,1,train
MHIST_eea.png,HP,0,train
MHIST_eeb.png,HP,0,train
MHIST_eed.png,HP,0,train
MHIST_eeg.png,HP,3,train
MHIST_eei.png,HP,1,train
MHIST_eej.png,HP,2,train
MHIST_eek.png,SSA,5,train
MHIST_eel.png,HP,3,train
MHIST_eem.png,HP,1,train
MHIST_eep.png,HP,1,train
MHIST_eer.png,HP,3,train
MHIST_ees.png,HP,1,train
MHIST_eet.png,HP,1,train
MHIST_eeu.png,HP,2,train
MHIST_eev.png,HP,0,train
MHIST_eew.png,HP,0,train
MHIST_eex.png,SSA,4,train
MHIST_eez.png,HP,2,train
MHIST_efc.png,HP,1,train
MHIST_efd.png,HP,2,test
MHIST_efe.png,SSA,4,train
MHIST_eff.png,HP,1,test
MHIST_efg.png,HP,1,train
MHIST_efi.png,HP,0,train
MHIST_efj.png,HP,0,train
MHIST_efk.png,HP,3,train
MHIST_efm.png,HP,1,train
MHIST_efn.png,HP,2,train
MHIST_efp.png,HP,3,train
MHIST_efq.png,HP,3,train
MHIST_efr.png,HP,3,test
MHIST_efs.png,HP,1,test
MHIST_eft.png,HP,1,train
MHIST_efv.png,HP,3,test
MHIST_efx.png,HP,1,train
MHIST_efy.png,HP,0,test
MHIST_ega.png,HP,1,train
MHIST_egb.png,SSA,5,test
MHIST_egc.png,HP,1,train
MHIST_ege.png,HP,2,test
MHIST_egg.png,HP,3,train
MHIST_egh.png,SSA,4,train
MHIST_egj.png,HP,0,train
MHIST_egl.png,HP,0,train
MHIST_egm.png,HP,0,train
MHIST_egn.png,SSA,5,train
MHIST_ego.png,HP,0,train
MHIST_egp.png,SSA,4,train
MHIST_egq.png,HP,1,train
MHIST_egr.png,HP,3,train
MHIST_egs.png,HP,3,train
MHIST_egt.png,HP,1,train
MHIST_egu.png,HP,2,train
MHIST_egv.png,HP,3,train
MHIST_egx.png,HP,2,train
MHIST_egy.png,HP,2,train
MHIST_ehb.png,HP,3,test
MHIST_ehe.png,HP,0,train
MHIST_ehf.png,HP,0,train
MHIST_ehg.png,HP,1,test
MHIST_ehh.png,HP,3,test
MHIST_ehi.png,HP,1,train
MHIST_ehj.png,HP,1,train
MHIST_ehl.png,HP,2,train
MHIST_eho.png,HP,3,test
MHIST_ehp.png,HP,0,train
MHIST_ehq.png,HP,0,train
MHIST_ehr.png,SSA,5,train
MHIST_eht.png,HP,0,train
MHIST_ehu.png,HP,0,train
MHIST_ehv.png,HP,0,train
MHIST_ehw.png,HP,0,test
MHIST_ehx.png,HP,2,train
MHIST_ehy.png,HP,1,train
MHIST_eia.png,HP,1,train
MHIST_eib.png,HP,3,test
MHIST_eid.png,HP,0,train
MHIST_eie.png,HP,3,test
MHIST_eif.png,HP,0,train
MHIST_eig.png,HP,1,train
MHIST_eih.png,HP,3,train
MHIST_eij.png,HP,2,train
MHIST_eik.png,HP,1,train
MHIST_eim.png,HP,1,train
MHIST_ein.png,HP,2,train
MHIST_eio.png,HP,1,test
MHIST_eip.png,HP,0,train
MHIST_eir.png,SSA,5,test
MHIST_eis.png,HP,2,train
MHIST_eit.png,SSA,4,train
MHIST_eiw.png,HP,0,train
MHIST_eix.png,HP,1,train
MHIST_eiz.png,HP,1,train
MHIST_eja.png,HP,3,train
MHIST_ejb.png,HP,2,train
MHIST_ejc.png,HP,1,train
MHIST_ejd.png,HP,1,test
MHIST_eje.png,HP,1,train
MHIST_ejg.png,HP,1,train
MHIST_eji.png,HP,0,train
MHIST_ejj.png,HP,0,train
MHIST_ejk.png,HP,1,train
MHIST_ejl.png,HP,0,train
MHIST_ejm.png,HP,2,test
MHIST_ejo.png,HP,2,test
MHIST_ejp.png,HP,3,train
MHIST_ejq.png,HP,3,train
MHIST_ejr.png,HP,2,test
MHIST_ejs.png,SSA,4,train
MHIST_ejt.png,HP,3,train
MHIST_eju.png,HP,1,train
MHIST_ejv.png,SSA,4,train
MHIST_ejw.png,HP,3,train
MHIST_ejx.png,HP,0,train
MHIST_ejy.png,HP,1,train
MHIST_ejz.png,HP,2,train
MHIST_eka.png,HP,2,train
MHIST_ekb.png,HP,1,train
MHIST_ekc.png,HP,2,test
MHIST_ekd.png,HP,2,train
MHIST_ekg.png,SSA,4,test
MHIST_eki.png,HP,3,train
MHIST_ekk.png,HP,1,train
MHIST_ekl.png,HP,1,train
MHIST_ekm.png,SSA,4,test
MHIST_ekn.png,HP,3,test
MHIST_eko.png,HP,2,train
MHIST_ekp.png,HP,1,train
MHIST_ekq.png,SSA,4,train
MHIST_ekr.png,HP,3,train
MHIST_eks.png,HP,2,train
MHIST_ekt.png,HP,1,train
MHIST_eku.png,HP,1,train
MHIST_ekv.png,HP,1,train
MHIST_ekw.png,HP,1,train
MHIST_ekz.png,HP,1,train
MHIST_ela.png,HP,0,test
MHIST_elc.png,HP,0,train
MHIST_eld.png,SSA,4,train
MHIST_ele.png,HP,1,test
MHIST_elg.png,HP,0,train
MHIST_elh.png,HP,0,test
MHIST_eli.png,HP,0,test
MHIST_elj.png,HP,1,test
MHIST_elk.png,HP,0,test
MHIST_ell.png,HP,1,test
MHIST_elm.png,HP,0,train
MHIST_elo.png,SSA,4,test
MHIST_elp.png,HP,0,train
MHIST_elq.png,HP,0,train
MHIST_elr.png,HP,1,train
MHIST_els.png,HP,1,test
MHIST_elt.png,HP,0,test
MHIST_elu.png,SSA,4,test
MHIST_ely.png,HP,0,train
MHIST_elz.png,HP,0,train
MHIST_emb.png,HP,0,train
MHIST_emc.png,SSA,4,train
MHIST_emd.png,HP,1,train
MHIST_eme.png,HP,1,train
MHIST_emf.png,SSA,5,test
MHIST_emh.png,HP,0,train
MHIST_emi.png,HP,0,train
MHIST_emj.png,HP,1,train
MHIST_emk.png,HP,3,train
MHIST_eml.png,HP,0,train
MHIST_emm.png,HP,0,train
MHIST_emn.png,HP,0,train
MHIST_emo.png,HP,0,train
MHIST_emp.png,HP,1,test
MHIST_emq.png,HP,2,test
MHIST_emr.png,HP,0,test
MHIST_emt.png,HP,3,train
MHIST_emw.png,SSA,4,train
MHIST_emz.png,HP,1,train
MHIST_ena.png,HP,2,test
MHIST_enb.png,HP,0,train
MHIST_enc.png,HP,1,test
MHIST_ene.png,HP,1,test
MHIST_enf.png,HP,0,train
MHIST_eng.png,HP,0,train
MHIST_enh.png,HP,0,train
MHIST_eni.png,HP,1,train
MHIST_enj.png,HP,1,train
MHIST_enn.png,HP,0,train
MHIST_eno.png,HP,0,train
MHIST_enp.png,HP,2,train
MHIST_enr.png,SSA,6,test
MHIST_ens.png,HP,3,train
MHIST_ent.png,HP,2,train
MHIST_enu.png,SSA,4,test
MHIST_enw.png,HP,1,train
MHIST_eny.png,HP,1,test
MHIST_enz.png,HP,2,test
MHIST_eoa.png,HP,0,train
MHIST_eob.png,HP,0,train
MHIST_eoc.png,HP,1,test
MHIST_eod.png,HP,0,test
MHIST_eof.png,HP,0,train
MHIST_eog.png,HP,0,train
MHIST_eoi.png,HP,1,train
MHIST_eoj.png,HP,1,train
MHIST_eok.png,HP,0,train
MHIST_eol.png,HP,0,test
MHIST_eom.png,HP,0,train
MHIST_eon.png,HP,0,train
MHIST_eoo.png,HP,1,train
MHIST_eop.png,HP,0,test
MHIST_eoq.png,HP,1,test
MHIST_eos.png,HP,0,train
MHIST_eot.png,HP,0,train
MHIST_eou.png,HP,1,train
MHIST_eoy.png,HP,0,train
MHIST_eoz.png,HP,0,train
MHIST_epa.png,HP,0,train
MHIST_epb.png,HP,0,train
MHIST_epc.png,HP,1,train
MHIST_epd.png,HP,0,train
MHIST_epe.png,HP,0,train
MHIST_epf.png,HP,0,test
MHIST_epg.png,HP,2,train
MHIST_eph.png,SSA,4,train
MHIST_epi.png,HP,2,train
MHIST_epj.png,HP,1,test
MHIST_epk.png,HP,1,test
MHIST_epl.png,HP,1,test
MHIST_epo.png,HP,2,test
MHIST_epp.png,HP,0,test
MHIST_epq.png,HP,0,train
MHIST_eps.png,HP,1,test
MHIST_ept.png,HP,0,test
MHIST_epu.png,HP,0,train
MHIST_epv.png,HP,0,train
MHIST_epw.png,HP,0,train
MHIST_epx.png,SSA,5,test
MHIST_epz.png,HP,3,train
MHIST_eqb.png,HP,0,train
MHIST_eqc.png,HP,1,test
MHIST_eqd.png,HP,0,train
MHIST_eqe.png,HP,1,test
MHIST_eqf.png,HP,1,train
MHIST_eqg.png,HP,3,test
MHIST_eqh.png,HP,3,train
MHIST_eqi.png,HP,1,test
MHIST_eqk.png,HP,1,train
MHIST_eql.png,HP,2,train
MHIST_eqm.png,SSA,4,train
MHIST_eqn.png,HP,1,train
MHIST_eqq.png,HP,0,train
MHIST_eqr.png,HP,1,train
MHIST_eqs.png,HP,2,train
MHIST_eqt.png,HP,3,test
MHIST_equ.png,HP,2,test
MHIST_eqv.png,HP,0,test
MHIST_eqw.png,SSA,4,train
MHIST_era.png,HP,2,train
MHIST_erb.png,HP,2,train
MHIST_erd.png,SSA,4,test
MHIST_ere.png,HP,1,train
MHIST_erf.png,HP,1,train
MHIST_aei.png,SSA,5,train
MHIST_afk.png,HP,2,train
MHIST_aip.png,SSA,4,train
MHIST_akh.png,HP,3,train
MHIST_akq.png,SSA,4,train
MHIST_akr.png,SSA,5,train
MHIST_anc.png,SSA,4,test
MHIST_aoo.png,SSA,4,test
MHIST_apm.png,SSA,6,test
MHIST_apw.png,HP,2,train
MHIST_asz.png,HP,2,train
MHIST_atn.png,HP,3,train
MHIST_auu.png,SSA,4,test
MHIST_aux.png,HP,3,test
MHIST_awn.png,SSA,5,train
MHIST_awr.png,HP,2,train
MHIST_axd.png,SSA,4,train
MHIST_bco.png,HP,2,train
MHIST_bhk.png,HP,3,train
MHIST_bma.png,HP,2,train
MHIST_bpz.png,HP,3,train
MHIST_bxi.png,SSA,6,test
MHIST_cox.png,SSA,4,test
MHIST_cpy.png,SSA,4,train
MHIST_crg.png,HP,3,train
MHIST_cvh.png,HP,2,train
MHIST_ddv.png,HP,3,train
MHIST_dey.png,HP,2,test
MHIST_djd.png,SSA,4,test
MHIST_dnp.png,SSA,4,train
MHIST_duo.png,HP,3,test
MHIST_dwz.png,HP,2,train
MHIST_ecb.png,HP,3,train
MHIST_eln.png,HP,3,train
MHIST_eoe.png,SSA,5,train
MHIST_abi.png,SSA,6,train
MHIST_aed.png,SSA,4,train
MHIST_aeh.png,SSA,5,train
MHIST_age.png,SSA,6,train
MHIST_agf.png,SSA,6,train
MHIST_ahl.png,SSA,4,train
MHIST_ahq.png,SSA,5,test
MHIST_ahr.png,SSA,5,test
MHIST_aki.png,SSA,5,test
MHIST_alh.png,HP,3,train
MHIST_aln.png,SSA,5,train
MHIST_apc.png,SSA,4,test
MHIST_apn.png,SSA,6,train
MHIST_apt.png,SSA,4,train
MHIST_aqk.png,SSA,5,test
MHIST_aqp.png,SSA,4,train
MHIST_arp.png,SSA,6,test
MHIST_asd.png,SSA,5,test
MHIST_atj.png,SSA,4,train
MHIST_auq.png,SSA,4,train
MHIST_awg.png,SSA,4,train
MHIST_aya.png,SSA,5,train
MHIST_aye.png,SSA,4,test
MHIST_ays.png,SSA,4,test
MHIST_ayv.png,SSA,5,train
MHIST_azj.png,SSA,4,train
MHIST_bav.png,SSA,6,test
MHIST_bbh.png,SSA,4,train
MHIST_bbw.png,SSA,5,train
MHIST_beb.png,HP,3,train
MHIST_bec.png,SSA,5,test
MHIST_bee.png,HP,3,train
MHIST_bew.png,SSA,5,train
MHIST_bff.png,SSA,4,train
MHIST_bfn.png,HP,2,train
MHIST_bgc.png,SSA,4,train
MHIST_bgh.png,SSA,5,train
MHIST_bgk.png,SSA,5,test
MHIST_bgl.png,HP,3,train
MHIST_bgp.png,SSA,5,train
MHIST_bgv.png,SSA,5,train
MHIST_bho.png,SSA,5,test
MHIST_bie.png,SSA,4,train
MHIST_biw.png,SSA,5,train
MHIST_bjs.png,SSA,5,train
MHIST_bkj.png,SSA,5,test
MHIST_bkl.png,SSA,5,train
MHIST_blt.png,SSA,4,train
MHIST_blu.png,SSA,6,train
MHIST_blz.png,HP,3,train
MHIST_bms.png,SSA,6,train
MHIST_bnc.png,SSA,6,test
MHIST_bnp.png,SSA,4,train
MHIST_bnr.png,SSA,4,train
MHIST_bow.png,SSA,5,train
MHIST_boy.png,SSA,4,train
MHIST_bpj.png,SSA,4,train
MHIST_bqe.png,SSA,5,train
MHIST_bqk.png,SSA,5,train
MHIST_bqn.png,SSA,4,train
MHIST_brl.png,SSA,4,train
MHIST_brw.png,SSA,6,train
MHIST_bsx.png,SSA,6,train
MHIST_btt.png,SSA,6,train
MHIST_btu.png,SSA,5,train
MHIST_buv.png,SSA,5,test
MHIST_bvn.png,SSA,5,train
MHIST_bvq.png,SSA,4,train
MHIST_bwu.png,SSA,4,train
MHIST_byb.png,SSA,6,test
MHIST_bym.png,SSA,6,train
MHIST_byr.png,SSA,6,test
MHIST_byy.png,SSA,6,train
MHIST_byz.png,SSA,4,train
MHIST_bzk.png,SSA,5,train
MHIST_bzw.png,SSA,6,train
MHIST_cam.png,HP,3,test
MHIST_cdy.png,SSA,4,train
MHIST_cfy.png,SSA,4,train
MHIST_chp.png,SSA,5,train
MHIST_cla.png,SSA,5,test
MHIST_cmf.png,SSA,6,test
MHIST_cnv.png,SSA,5,train
MHIST_cnw.png,SSA,4,train
MHIST_cny.png,SSA,4,train
MHIST_con.png,SSA,4,test
MHIST_cpt.png,SSA,4,test
MHIST_cqq.png,SSA,4,test
MHIST_crf.png,SSA,6,test
MHIST_crs.png,SSA,6,train
MHIST_ctc.png,SSA,5,test
MHIST_cwt.png,SSA,4,train
MHIST_cwz.png,SSA,6,test
MHIST_cye.png,SSA,5,train
